week,n,ma2,disaster_which
2019-04-21T00:00:00Z,84,78.5,NO NATURAL DISASTER
2019-04-28T00:00:00Z,87,85.5,NO NATURAL DISASTER
2019-05-05T00:00:00Z,58,72.5,NO NATURAL DISASTER
2019-05-12T00:00:00Z,60,59,NO NATURAL DISASTER
2019-05-19T00:00:00Z,69,64.5,NO NATURAL DISASTER
2019-05-26T00:00:00Z,80,74.5,NO NATURAL DISASTER
2019-06-02T00:00:00Z,75,77.5,NO NATURAL DISASTER
2019-06-09T00:00:00Z,64,69.5,NO NATURAL DISASTER
2019-06-16T00:00:00Z,73,68.5,NO NATURAL DISASTER
2019-06-23T00:00:00Z,56,64.5,NO NATURAL DISASTER
2019-06-30T00:00:00Z,63,59.5,NO NATURAL DISASTER
2019-07-07T00:00:00Z,67,65,NO NATURAL DISASTER
2019-07-14T00:00:00Z,58,62.5,NO NATURAL DISASTER
2019-07-21T00:00:00Z,56,57,NO NATURAL DISASTER
2019-07-28T00:00:00Z,79,67.5,NO NATURAL DISASTER
2019-08-04T00:00:00Z,54,66.5,NO NATURAL DISASTER
2019-08-11T00:00:00Z,67,60.5,NO NATURAL DISASTER
2019-08-18T00:00:00Z,62,64.5,NO NATURAL DISASTER
2019-08-25T00:00:00Z,58,60,NO NATURAL DISASTER
2019-09-01T00:00:00Z,81,69.5,NO NATURAL DISASTER
2019-09-08T00:00:00Z,56,68.5,NO NATURAL DISASTER
2019-09-15T00:00:00Z,56,56,NO NATURAL DISASTER
2019-09-22T00:00:00Z,74,65,NO NATURAL DISASTER
2019-09-29T00:00:00Z,65,69.5,NO NATURAL DISASTER
2019-10-06T00:00:00Z,59,62,NO NATURAL DISASTER
2019-10-13T00:00:00Z,44,51.5,NO NATURAL DISASTER
2019-10-20T00:00:00Z,62,53,NO NATURAL DISASTER
2019-10-27T00:00:00Z,55,58.5,NO NATURAL DISASTER
2019-11-03T00:00:00Z,59,57,NO NATURAL DISASTER
2019-11-10T00:00:00Z,58,58.5,NO NATURAL DISASTER
2019-11-17T00:00:00Z,56,57,NO NATURAL DISASTER
2019-11-24T00:00:00Z,47,51.5,NO NATURAL DISASTER
2019-12-01T00:00:00Z,57,52,NO NATURAL DISASTER
2019-12-08T00:00:00Z,42,49.5,NO NATURAL DISASTER
2019-12-15T00:00:00Z,10,26,NO NATURAL DISASTER
2019-12-22T00:00:00Z,37,23.5,NO NATURAL DISASTER
2019-12-29T00:00:00Z,5,21,NO NATURAL DISASTER
2020-01-05T00:00:00Z,25,15,NO NATURAL DISASTER
2020-01-12T00:00:00Z,26,25.5,NO NATURAL DISASTER
2020-01-19T00:00:00Z,30,28,NO NATURAL DISASTER
